Train_ID,Station_Code,Train_Priority,Weather_Condition,Time_of_Day,Day_of_Week,Network_Congestion,Active_Incident,Scheduled_Arrival_Mins,Actual_Arrival_Mins,Delay_Minutes
26718,GWL,RAJDHANI,MONSOON_STORM,NIGHT,MONDAY,HIGH,NO,730,810,80
29920,MAS,MAIL_EXPRESS,FOG,NIGHT,TUESDAY,MEDIUM,NO,961,987,26
25727,MTJ,FREIGHT,MONSOON_STORM,MORNING,MONDAY,CRITICAL,NO,1305,1419,114
21280,BPL,RAJDHANI,MONSOON_STORM,MORNING,THURSDAY,HIGH,NO,1335,1380,45
16420,GWL,FREIGHT,RAIN,NIGHT,MONDAY,HIGH,SIGNAL_FAILURE,480,544,64
12501,HWH,SUPERFAST,FOG,EVENING,SATURDAY,MEDIUM,NO,22,65,43
23585,NDLS,RAJDHANI,CLEAR,NIGHT,SUNDAY,HIGH,CATTLE_ON_TRACK,300,364,64
12372,MTJ,SUPERFAST,FOG,MORNING,SUNDAY,MEDIUM,NO,116,157,41
13249,MTJ,FREIGHT,CLEAR,EVENING,MONDAY,HIGH,NO,1365,1414,49
27417,MMCT,RAJDHANI,MONSOON_STORM,AFTERNOON,SUNDAY,HIGH,NO,1226,1296,70
29683,HWH,FREIGHT,FOG,MORNING,FRIDAY,HIGH,NO,350,422,72
10964,MTJ,SUPERFAST,MONSOON_STORM,AFTERNOON,THURSDAY,MEDIUM,NO,782,820,38
16421,MMCT,SUPERFAST,RAIN,EVENING,THURSDAY,MEDIUM,NO,1112,1143,31
12491,BPL,RAJDHANI,FOG,EVENING,TUESDAY,HIGH,NO,416,470,54
24755,NDLS,MAIL_EXPRESS,CLEAR,AFTERNOON,THURSDAY,LOW,NO,1048,1060,12
23723,MAS,MAIL_EXPRESS,FOG,NIGHT,WEDNESDAY,MEDIUM,NO,373,412,39
12394,MMCT,MAIL_EXPRESS,MONSOON_STORM,NIGHT,MONDAY,CRITICAL,NO,1061,1158,97
13998,AGC,FREIGHT,MONSOON_STORM,MORNING,FRIDAY,HIGH,NO,543,630,87
22613,AGC,FREIGHT,FOG,EVENING,THURSDAY,HIGH,NO,1079,1152,73
12320,JHS,SUPERFAST,FOG,MORNING,THURSDAY,HIGH,NO,12,57,45
11184,NDLS,FREIGHT,FOG,EVENING,THURSDAY,CRITICAL,NO,624,738,114
17860,GWL,MAIL_EXPRESS,CLEAR,AFTERNOON,TUESDAY,MEDIUM,NO,1038,1061,23
18633,JHS,RAJDHANI,MONSOON_STORM,MORNING,THURSDAY,HIGH,NO,519,605,86
15527,AGC,FREIGHT,FOG,MORNING,SUNDAY,MEDIUM,NO,234,275,41
16523,GWL,SUPERFAST,MONSOON_STORM,MORNING,SATURDAY,HIGH,NO,1098,1169,71
28774,GWL,MAIL_EXPRESS,RAIN,EVENING,MONDAY,HIGH,NO,961,1012,51
24990,NDLS,SUPERFAST,CLEAR,EVENING,SUNDAY,HIGH,TRACK_MAINTENANCE,1055,1137,82
19477,AGC,SUPERFAST,FOG,AFTERNOON,THURSDAY,MEDIUM,NO,654,685,31
22985,NDLS,FREIGHT,MONSOON_STORM,MORNING,THURSDAY,HIGH,NO,808,885,77
16460,MAS,SUPERFAST,FOG,AFTERNOON,SUNDAY,HIGH,NO,462,522,60
25199,BPL,MAIL_EXPRESS,CLEAR,AFTERNOON,SUNDAY,MEDIUM,NO,1215,1230,15
20175,BPL,MAIL_EXPRESS,FOG,MORNING,WEDNESDAY,MEDIUM,NO,181,220,39
24744,HWH,RAJDHANI,MONSOON_STORM,EVENING,MONDAY,HIGH,NO,1267,1325,58
11248,NDLS,RAJDHANI,CLEAR,EVENING,SUNDAY,HIGH,TRACK_MAINTENANCE,1156,1210,54
29712,AGC,RAJDHANI,FOG,AFTERNOON,THURSDAY,HIGH,TRACK_MAINTENANCE,24,82,58
27167,MTJ,MAIL_EXPRESS,FOG,MORNING,MONDAY,HIGH,NO,1282,1327,45
19957,GWL,SUPERFAST,FOG,AFTERNOON,WEDNESDAY,MEDIUM,NO,63,107,44
25281,NDLS,RAJDHANI,CLEAR,MORNING,WEDNESDAY,LOW,NO,981,986,5
12236,BPL,FREIGHT,CLEAR,EVENING,SATURDAY,HIGH,NO,445,495,50
29476,AGC,RAJDHANI,MONSOON_STORM,EVENING,SUNDAY,HIGH,NO,573,651,78
11906,MTJ,FREIGHT,FOG,NIGHT,TUESDAY,HIGH,NO,1039,1112,73
13716,GWL,RAJDHANI,RAIN,MORNING,TUESDAY,LOW,NO,95,104,9
14482,AGC,MAIL_EXPRESS,MONSOON_STORM,NIGHT,WEDNESDAY,CRITICAL,NO,464,578,114
20904,MAS,MAIL_EXPRESS,MONSOON_STORM,NIGHT,FRIDAY,CRITICAL,NO,1122,1220,98
24305,MTJ,SUPERFAST,RAIN,AFTERNOON,FRIDAY,MEDIUM,NO,652,679,27
22045,GWL,FREIGHT,CLEAR,EVENING,FRIDAY,HIGH,NO,19,70,51
17278,NDLS,SUPERFAST,MONSOON_STORM,EVENING,SATURDAY,HIGH,NO,1282,1369,87
17030,AGC,SUPERFAST,MONSOON_STORM,NIGHT,FRIDAY,MEDIUM,NO,5,45,40
24595,AGC,RAJDHANI,CLEAR,EVENING,SUNDAY,HIGH,SIGNAL_FAILURE,150,210,60
24877,MTJ,FREIGHT,FOG,MORNING,TUESDAY,HIGH,NO,902,974,72
24934,MMCT,SUPERFAST,CLEAR,AFTERNOON,SUNDAY,LOW,NO,80,94,14
26833,MAS,RAJDHANI,MONSOON_STORM,MORNING,TUESDAY,HIGH,NO,712,761,49
22710,BPL,MAIL_EXPRESS,RAIN,EVENING,MONDAY,MEDIUM,NO,1386,1411,25
22867,AGC,SUPERFAST,FOG,MORNING,SUNDAY,MEDIUM,NO,11,32,21
15755,JHS,MAIL_EXPRESS,FOG,EVENING,SUNDAY,HIGH,NO,1184,1264,80
17618,MTJ,SUPERFAST,FOG,EVENING,SATURDAY,HIGH,NO,106,158,52
25601,NDLS,MAIL_EXPRESS,FOG,MORNING,WEDNESDAY,HIGH,NO,87,137,50
10560,MTJ,SUPERFAST,CLEAR,EVENING,SUNDAY,MEDIUM,NO,689,706,17
22396,GWL,FREIGHT,MONSOON_STORM,EVENING,THURSDAY,CRITICAL,NO,837,993,156
21989,MMCT,MAIL_EXPRESS,RAIN,AFTERNOON,SATURDAY,MEDIUM,NO,968,988,20
20030,MMCT,SUPERFAST,RAIN,AFTERNOON,THURSDAY,MEDIUM,NO,1045,1069,24
22896,MMCT,MAIL_EXPRESS,FOG,EVENING,WEDNESDAY,HIGH,NO,452,522,70
11056,JHS,MAIL_EXPRESS,FOG,NIGHT,FRIDAY,MEDIUM,NO,1166,1203,37
15448,MTJ,RAJDHANI,MONSOON_STORM,AFTERNOON,WEDNESDAY,HIGH,NO,191,250,59
27625,JHS,MAIL_EXPRESS,RAIN,NIGHT,THURSDAY,MEDIUM,NO,256,274,18
19883,BPL,RAJDHANI,MONSOON_STORM,NIGHT,THURSDAY,HIGH,NO,1158,1216,58
28364,HWH,RAJDHANI,CLEAR,MORNING,TUESDAY,HIGH,CATTLE_ON_TRACK,430,482,52
15183,GWL,RAJDHANI,RAIN,AFTERNOON,THURSDAY,MEDIUM,NO,1053,1073,20
16168,AGC,SUPERFAST,FOG,MORNING,THURSDAY,HIGH,NO,907,960,53
10097,JHS,RAJDHANI,MONSOON_STORM,MORNING,SATURDAY,HIGH,NO,412,483,71
29966,NDLS,FREIGHT,FOG,NIGHT,TUESDAY,HIGH,NO,918,978,60
20976,MMCT,SUPERFAST,FOG,EVENING,THURSDAY,HIGH,NO,1238,1293,55
27784,JHS,RAJDHANI,RAIN,AFTERNOON,SATURDAY,LOW,NO,286,295,9
13080,MMCT,FREIGHT,MONSOON_STORM,NIGHT,FRIDAY,CRITICAL,NO,1346,1450,104
28780,MTJ,FREIGHT,MONSOON_STORM,MORNING,SUNDAY,CRITICAL,NO,1051,1156,105
13379,JHS,SUPERFAST,MONSOON_STORM,MORNING,SUNDAY,HIGH,NO,410,465,55
16384,MMCT,MAIL_EXPRESS,FOG,EVENING,SUNDAY,HIGH,NO,995,1071,76
11655,MMCT,SUPERFAST,FOG,AFTERNOON,SATURDAY,MEDIUM,NO,1119,1149,30
28099,BPL,SUPERFAST,RAIN,MORNING,TUESDAY,LOW,NO,108,116,8
15808,MTJ,RAJDHANI,RAIN,MORNING,THURSDAY,MEDIUM,NO,22,43,21
18907,GWL,FREIGHT,CLEAR,NIGHT,THURSDAY,HIGH,NO,1171,1231,60
24567,MTJ,MAIL_EXPRESS,CLEAR,EVENING,MONDAY,MEDIUM,NO,1081,1108,27
14251,MMCT,SUPERFAST,CLEAR,AFTERNOON,TUESDAY,LOW,NO,1073,1080,7
27571,BPL,MAIL_EXPRESS,FOG,EVENING,FRIDAY,CRITICAL,TRACK_MAINTENANCE,1194,1294,100
25270,GWL,RAJDHANI,CLEAR,MORNING,TUESDAY,LOW,NO,492,497,5
22334,BPL,RAJDHANI,MONSOON_STORM,EVENING,SUNDAY,CRITICAL,TRACK_MAINTENANCE,833,940,107
11330,BPL,SUPERFAST,MONSOON_STORM,AFTERNOON,SUNDAY,HIGH,NO,1035,1099,64
17826,HWH,FREIGHT,MONSOON_STORM,AFTERNOON,SATURDAY,CRITICAL,NO,588,695,107
26720,NDLS,SUPERFAST,MONSOON_STORM,EVENING,TUESDAY,HIGH,NO,48,123,75
14784,JHS,RAJDHANI,RAIN,AFTERNOON,WEDNESDAY,MEDIUM,NO,205,223,18
14966,AGC,SUPERFAST,RAIN,MORNING,SATURDAY,MEDIUM,NO,602,629,27
28057,BPL,MAIL_EXPRESS,RAIN,MORNING,TUESDAY,MEDIUM,NO,509,544,35
29763,MTJ,MAIL_EXPRESS,FOG,EVENING,TUESDAY,HIGH,CATTLE_ON_TRACK,154,224,70
11940,HWH,SUPERFAST,RAIN,MORNING,SUNDAY,MEDIUM,NO,883,912,29
29945,MTJ,RAJDHANI,RAIN,MORNING,MONDAY,LOW,NO,997,1010,13
26474,MAS,SUPERFAST,RAIN,NIGHT,WEDNESDAY,LOW,NO,333,344,11
28871,HWH,SUPERFAST,CLEAR,EVENING,TUESDAY,MEDIUM,NO,87,121,34
25208,MAS,SUPERFAST,FOG,EVENING,MONDAY,HIGH,SIGNAL_FAILURE,1311,1395,84
13184,MMCT,FREIGHT,RAIN,MORNING,THURSDAY,MEDIUM,NO,1034,1072,38
12147,NDLS,FREIGHT,CLEAR,NIGHT,SATURDAY,MEDIUM,NO,528,555,27
19061,BPL,RAJDHANI,CLEAR,EVENING,MONDAY,MEDIUM,NO,853,878,25
17185,AGC,SUPERFAST,MONSOON_STORM,NIGHT,WEDNESDAY,MEDIUM,NO,1034,1076,42
26465,JHS,SUPERFAST,RAIN,EVENING,MONDAY,MEDIUM,NO,1169,1206,37
20833,JHS,RAJDHANI,CLEAR,MORNING,WEDNESDAY,LOW,NO,1012,1013,1
25692,MMCT,FREIGHT,CLEAR,AFTERNOON,FRIDAY,MEDIUM,NO,1193,1236,43
22909,BPL,SUPERFAST,FOG,EVENING,SUNDAY,HIGH,NO,444,499,55
26133,AGC,MAIL_EXPRESS,RAIN,EVENING,WEDNESDAY,CRITICAL,CATTLE_ON_TRACK,299,419,120
16786,AGC,FREIGHT,RAIN,AFTERNOON,SATURDAY,MEDIUM,NO,978,1005,27
26157,GWL,SUPERFAST,RAIN,EVENING,MONDAY,MEDIUM,NO,1246,1281,35
11964,AGC,RAJDHANI,CLEAR,MORNING,WEDNESDAY,LOW,NO,749,753,4
18417,MMCT,RAJDHANI,RAIN,AFTERNOON,THURSDAY,LOW,NO,950,961,11
19838,NDLS,MAIL_EXPRESS,RAIN,MORNING,TUESDAY,MEDIUM,NO,899,923,24
12999,BPL,FREIGHT,RAIN,NIGHT,FRIDAY,HIGH,NO,394,448,54
25133,MTJ,SUPERFAST,FOG,AFTERNOON,FRIDAY,MEDIUM,NO,23,65,42
17494,JHS,FREIGHT,CLEAR,AFTERNOON,FRIDAY,MEDIUM,NO,86,101,15
25576,BPL,FREIGHT,RAIN,EVENING,SUNDAY,HIGH,NO,1304,1386,82
16389,BPL,MAIL_EXPRESS,CLEAR,AFTERNOON,SATURDAY,LOW,NO,887,896,9
24737,BPL,MAIL_EXPRESS,CLEAR,MORNING,TUESDAY,LOW,NO,934,939,5
21332,JHS,MAIL_EXPRESS,FOG,NIGHT,WEDNESDAY,HIGH,NO,207,276,69
25111,AGC,SUPERFAST,CLEAR,AFTERNOON,FRIDAY,MEDIUM,NO,1386,1401,15
19180,MAS,FREIGHT,RAIN,NIGHT,TUESDAY,MEDIUM,NO,1352,1391,39
17144,MAS,SUPERFAST,FOG,MORNING,SUNDAY,MEDIUM,NO,865,908,43
13091,GWL,SUPERFAST,CLEAR,MORNING,THURSDAY,LOW,NO,743,752,9
19643,BPL,RAJDHANI,FOG,EVENING,FRIDAY,HIGH,NO,273,321,48
26258,GWL,SUPERFAST,CLEAR,EVENING,MONDAY,HIGH,CATTLE_ON_TRACK,923,1006,83
15051,HWH,MAIL_EXPRESS,FOG,EVENING,FRIDAY,HIGH,NO,400,477,77
21558,BPL,SUPERFAST,CLEAR,NIGHT,MONDAY,HIGH,TRACK_MAINTENANCE,702,765,63
28986,JHS,RAJDHANI,RAIN,MORNING,SATURDAY,MEDIUM,NO,285,304,19
15557,MTJ,MAIL_EXPRESS,MONSOON_STORM,AFTERNOON,THURSDAY,CRITICAL,NO,1234,1325,91
22941,JHS,MAIL_EXPRESS,FOG,AFTERNOON,MONDAY,HIGH,NO,1366,1413,47
12716,MAS,FREIGHT,RAIN,AFTERNOON,WEDNESDAY,MEDIUM,NO,593,634,41
17533,AGC,MAIL_EXPRESS,RAIN,NIGHT,THURSDAY,MEDIUM,NO,473,501,28
19414,HWH,SUPERFAST,FOG,EVENING,SATURDAY,HIGH,NO,649,713,64
10579,MTJ,FREIGHT,CLEAR,NIGHT,WEDNESDAY,MEDIUM,NO,550,578,28
13444,BPL,SUPERFAST,MONSOON_STORM,MORNING,FRIDAY,HIGH,NO,924,977,53
28968,GWL,SUPERFAST,RAIN,NIGHT,WEDNESDAY,MEDIUM,NO,894,916,22
29036,MMCT,SUPERFAST,RAIN,AFTERNOON,MONDAY,MEDIUM,NO,787,818,31
10904,GWL,SUPERFAST,MONSOON_STORM,MORNING,WEDNESDAY,CRITICAL,SIGNAL_FAILURE,450,547,97
14894,JHS,FREIGHT,RAIN,MORNING,WEDNESDAY,MEDIUM,NO,1360,1389,29
24069,AGC,RAJDHANI,FOG,MORNING,TUESDAY,MEDIUM,NO,269,313,44
24895,BPL,RAJDHANI,FOG,EVENING,FRIDAY,HIGH,NO,1320,1368,48
15131,JHS,RAJDHANI,FOG,MORNING,WEDNESDAY,MEDIUM,NO,533,571,38
18315,AGC,SUPERFAST,RAIN,NIGHT,MONDAY,MEDIUM,NO,1260,1284,24
20551,AGC,RAJDHANI,FOG,NIGHT,SUNDAY,HIGH,NO,1370,1415,45
18762,BPL,MAIL_EXPRESS,MONSOON_STORM,MORNING,THURSDAY,HIGH,NO,427,505,78
19957,JHS,MAIL_EXPRESS,RAIN,EVENING,WEDNESDAY,CRITICAL,CATTLE_ON_TRACK,1094,1188,94
13588,JHS,SUPERFAST,CLEAR,AFTERNOON,WEDNESDAY,LOW,NO,706,714,8
21114,JHS,RAJDHANI,CLEAR,NIGHT,THURSDAY,LOW,NO,654,657,3
18461,HWH,FREIGHT,FOG,AFTERNOON,MONDAY,HIGH,NO,308,356,48
10216,MTJ,RAJDHANI,FOG,MORNING,FRIDAY,CRITICAL,CATTLE_ON_TRACK,816,914,98
12628,BPL,FREIGHT,CLEAR,NIGHT,SATURDAY,MEDIUM,NO,290,322,32
28989,HWH,SUPERFAST,MONSOON_STORM,AFTERNOON,MONDAY,HIGH,NO,887,962,75
19292,MTJ,FREIGHT,CLEAR,MORNING,FRIDAY,LOW,NO,44,55,11
27094,AGC,FREIGHT,FOG,AFTERNOON,SUNDAY,MEDIUM,NO,266,294,28
21128,NDLS,RAJDHANI,CLEAR,AFTERNOON,SUNDAY,LOW,NO,539,539,0
16238,JHS,SUPERFAST,RAIN,AFTERNOON,THURSDAY,MEDIUM,NO,1044,1078,34
13737,MAS,SUPERFAST,FOG,AFTERNOON,THURSDAY,MEDIUM,NO,797,821,24
15862,MMCT,SUPERFAST,RAIN,EVENING,TUESDAY,MEDIUM,NO,777,815,38
12442,JHS,FREIGHT,RAIN,MORNING,THURSDAY,HIGH,NO,5,65,60
21421,NDLS,SUPERFAST,CLEAR,NIGHT,TUESDAY,LOW,NO,1171,1179,8
15941,MMCT,FREIGHT,RAIN,AFTERNOON,THURSDAY,HIGH,CATTLE_ON_TRACK,125,174,49
28380,MMCT,MAIL_EXPRESS,CLEAR,MORNING,THURSDAY,MEDIUM,NO,317,346,29
10477,MMCT,RAJDHANI,MONSOON_STORM,AFTERNOON,SATURDAY,HIGH,NO,722,777,55
16396,HWH,FREIGHT,RAIN,AFTERNOON,THURSDAY,HIGH,NO,1222,1283,61
16412,JHS,FREIGHT,FOG,EVENING,FRIDAY,CRITICAL,NO,23,116,93
24304,MMCT,RAJDHANI,CLEAR,EVENING,SUNDAY,MEDIUM,NO,206,221,15
24993,AGC,MAIL_EXPRESS,CLEAR,EVENING,THURSDAY,MEDIUM,NO,526,567,41
29941,JHS,FREIGHT,RAIN,MORNING,MONDAY,HIGH,NO,972,1019,47
27340,MMCT,MAIL_EXPRESS,MONSOON_STORM,AFTERNOON,TUESDAY,CRITICAL,CATTLE_ON_TRACK,601,694,93
28913,NDLS,RAJDHANI,CLEAR,EVENING,TUESDAY,LOW,NO,741,752,11
29456,AGC,MAIL_EXPRESS,CLEAR,MORNING,THURSDAY,MEDIUM,NO,250,267,17
13641,NDLS,RAJDHANI,FOG,MORNING,MONDAY,HIGH,NO,300,347,47
15967,NDLS,SUPERFAST,RAIN,NIGHT,SUNDAY,MEDIUM,NO,1214,1238,24
12771,MTJ,SUPERFAST,CLEAR,MORNING,FRIDAY,MEDIUM,NO,448,463,15
15677,MMCT,FREIGHT,MONSOON_STORM,NIGHT,SATURDAY,HIGH,NO,1239,1285,46
25066,MAS,SUPERFAST,CLEAR,MORNING,MONDAY,LOW,NO,131,138,7
28640,MMCT,SUPERFAST,RAIN,AFTERNOON,THURSDAY,HIGH,CATTLE_ON_TRACK,902,982,80
13132,NDLS,SUPERFAST,RAIN,EVENING,WEDNESDAY,HIGH,NO,407,452,45
24743,JHS,MAIL_EXPRESS,RAIN,EVENING,WEDNESDAY,HIGH,CATTLE_ON_TRACK,122,206,84
19020,JHS,RAJDHANI,FOG,NIGHT,SUNDAY,MEDIUM,NO,813,836,23
21300,HWH,SUPERFAST,CLEAR,EVENING,THURSDAY,MEDIUM,NO,1315,1347,32
13215,MAS,RAJDHANI,RAIN,MORNING,WEDNESDAY,HIGH,CATTLE_ON_TRACK,316,384,68
18352,BPL,SUPERFAST,RAIN,AFTERNOON,WEDNESDAY,MEDIUM,NO,433,462,29
13966,MAS,MAIL_EXPRESS,RAIN,EVENING,TUESDAY,MEDIUM,NO,1046,1090,44
11478,MMCT,MAIL_EXPRESS,CLEAR,EVENING,WEDNESDAY,MEDIUM,NO,1350,1389,39
16393,JHS,SUPERFAST,FOG,AFTERNOON,FRIDAY,MEDIUM,NO,699,741,42
13129,BPL,RAJDHANI,FOG,EVENING,SUNDAY,HIGH,TRACK_MAINTENANCE,1227,1295,68
19993,NDLS,RAJDHANI,FOG,NIGHT,SUNDAY,HIGH,TRACK_MAINTENANCE,870,947,77
18366,AGC,RAJDHANI,CLEAR,NIGHT,SATURDAY,LOW,NO,398,400,2
25815,BPL,FREIGHT,CLEAR,NIGHT,THURSDAY,HIGH,NO,503,553,50
28591,MAS,MAIL_EXPRESS,CLEAR,NIGHT,WEDNESDAY,HIGH,CATTLE_ON_TRACK,89,158,69
17182,MAS,MAIL_EXPRESS,FOG,MORNING,SATURDAY,MEDIUM,NO,763,800,37
13533,AGC,FREIGHT,FOG,EVENING,WEDNESDAY,HIGH,NO,850,929,79
12222,GWL,SUPERFAST,CLEAR,EVENING,MONDAY,MEDIUM,NO,615,642,27
21065,GWL,RAJDHANI,RAIN,NIGHT,WEDNESDAY,MEDIUM,NO,79,96,17
19448,JHS,FREIGHT,MONSOON_STORM,NIGHT,THURSDAY,CRITICAL,NO,44,150,106
15658,BPL,SUPERFAST,RAIN,NIGHT,TUESDAY,MEDIUM,NO,761,780,19
26341,NDLS,SUPERFAST,CLEAR,MORNING,SUNDAY,LOW,NO,438,450,12
24934,MTJ,MAIL_EXPRESS,CLEAR,AFTERNOON,SUNDAY,LOW,NO,851,862,11
29440,MTJ,MAIL_EXPRESS,CLEAR,NIGHT,WEDNESDAY,MEDIUM,NO,1093,1119,26
13330,NDLS,MAIL_EXPRESS,CLEAR,MORNING,MONDAY,HIGH,CATTLE_ON_TRACK,469,547,78
10355,AGC,SUPERFAST,CLEAR,EVENING,WEDNESDAY,LOW,NO,1063,1077,14
15133,BPL,SUPERFAST,MONSOON_STORM,EVENING,THURSDAY,HIGH,NO,1382,1441,59
15912,MTJ,SUPERFAST,RAIN,NIGHT,SUNDAY,MEDIUM,NO,344,368,24
24349,HWH,MAIL_EXPRESS,MONSOON_STORM,NIGHT,FRIDAY,CRITICAL,NO,848,955,107
19670,MTJ,FREIGHT,CLEAR,AFTERNOON,TUESDAY,MEDIUM,NO,689,729,40
13742,GWL,MAIL_EXPRESS,RAIN,EVENING,SATURDAY,MEDIUM,NO,1365,1404,39
22800,BPL,FREIGHT,MONSOON_STORM,NIGHT,WEDNESDAY,HIGH,NO,287,338,51
20540,GWL,RAJDHANI,CLEAR,MORNING,WEDNESDAY,LOW,NO,278,281,3
27942,NDLS,RAJDHANI,CLEAR,AFTERNOON,FRIDAY,LOW,NO,1135,1135,0
11381,MAS,FREIGHT,CLEAR,AFTERNOON,SATURDAY,MEDIUM,NO,1364,1380,16
18898,HWH,MAIL_EXPRESS,CLEAR,NIGHT,MONDAY,LOW,NO,1152,1165,13
12009,MMCT,SUPERFAST,FOG,NIGHT,MONDAY,HIGH,NO,314,363,49
